"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"美团点评无人配送部","建图与定位资深算法专家-...","35k-65k","北京 ","经验5-10年","硕士及以上","全职","机器学习 | 图像处理 | 算法","11:08  ","技术大牛","工作职责：► 用激光或视觉技术识别和理解复杂环境，为无人配送机器人提供环境感知和定位解决方案职位要求：► 计算机或机器人相关专业，硕士毕业五年以上，博士毕业两年以上► 熟悉常用计算机视觉或机器学习算法► 两个方向满足一条即可：1）基于激光点云的建图与定位算法实际项目经验2）基于视觉等建图与定位算法实际项目经验► 熟悉常用的SLAM算法，及其使用方法► 有扎实的数学基础，精通常见的几何、统计学等，并熟悉这些技术在图像识别领域中的应用► 有很强的工程能力，精通 C++ 语言以及至少另一种常见编程语言► 具有无人驾驶项目经验优先► 在CV顶级会议或期刊有论文发表优先","北京-朝阳区-望京-望京东路4号","2018-08-13 22:16:24"
"美团点评无人配送部","规划控制算法专家-无人车","35k-65k","北京 ","经验5-10年","博士及以上","全职","人工智能 | 算法","11:08  ","技术大牛","工作职责• 融合多传感器感知和定位数据，研发真实道路和交通条件下的无人驾驶规划算法• 开发满足复杂场景和任务要求的无人驾驶规划算法• 开发无人驾驶系统纵横向控制算法职位要求• 具有机器人或无人驾驶规划工作经历• 具有轮式车辆纵横向控制工作经历• 精通控制理论，掌握pid，mpc，模糊控制等多种控制方法• 极度重视发现问题和解决问题能力。","北京-朝阳区-望京-望京东路4号","2018-08-13 22:16:30"
"美团点评无人配送部","高精地图算法专家-无人车","35k-65k","北京 ","经验5-10年","硕士及以上","全职","地图 | 深度学习 | 算法","11:08  ","技术大牛","工作职责► 利用机器学习算法，实现车道线、路标等目标的自动分割与识别，构建高精地图职位要求► 具有计算机相关专业硕士或博士学位► 熟悉常用深度学习算法，具有利用深度学习算法解决实际问题的项目经验► 熟悉常用计算机视觉算法（目标检测、分割与识别等）► 良好的沟通能力和团队协作能力► 具有无人驾驶或高精地图相关的工作经验优先► 在CV顶级会议或期刊有论文发表优先","北京-朝阳区-望京-望京东路4号","2018-08-13 22:16:33"
"美团点评无人配送","无人车-控制算法","25k-40k","北京 ","经验3-5年","硕士及以上","全职","地图 | 算法","11:08  ","技术大牛","工作职责• 融合传感器感知信息、定位数据、地图信息，研发真实道路和交通条件下的无人驾驶规划算法• 开发满足复杂场景和任务要求的无人驾驶规划算法• 开发无人驾驶系统纵横向控制算法","北京-朝阳区-望京-望京东路4号","2018-08-13 22:16:39"
"美团点评无人配送","计算机视觉算法-无人车/机...","25k-45k","北京 ","经验5-10年","硕士及以上","全职","计算机视觉 | 图像处理 | 算法","11:08  ","技术大牛","工作职责：• 用视觉识别和理解复杂环境，为视觉主导的无人驾驶系统在感知和定位方提供强有力的支撑","北京-朝阳区-望京-望京东路4号","2018-08-13 22:16:42"
"美团点评无人配送部","深度学习视觉算法专家-无人车","35k-60k","北京 ","经验3-5年","硕士及以上","全职","深度学习 | 计算机视觉 | 模式识别","11:08  ","无人驾驶,技术大牛","工作职责• 负责无人驾驶系统中，视觉感知算法方面的开发和研究工作。职位要求具有良好的深度学习基础，熟悉主流的深度学习模型CNN, RNN, DNN, GAN。对主流的深度学习视觉模型Resnet, VGG, AlexNet, Inception等有着很深入的研究精通计算机视觉中的目标检测、图像分割、目标跟踪、深度预估和运动物体预测等领域。具有图像学基础，精通图像特征提取，相机模型和图像处理。具备很好的数学功底，熟悉机器学习的数学推理，精通求解优化算法。熟悉深度学习模型压缩，了解MobileNet, ShuffleNet等模型原理。扎实的编程基础，熟悉C++, Python， 熟悉OpenCV。加分项：在计算机视觉顶会CVPR, ECCV, ICCV发表过论文的优先。具有计算机视觉方向博士学位优先。","北京-朝阳区-望京-望京东路4号","2018-08-13 22:16:46"
"美团点评外卖配送","深度学习算法专家（无人配送）","35k-50k","北京 ","经验5-10年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","11:08  ","技术大牛,无人驾驶","岗位职责：• 既要让自动驾驶更好的理解周围环境，又要挑战更多机器学习用于无人驾驶的可能","北京-朝阳区-望京-望京东路4号","2018-08-13 22:17:00"
"驭势科技定位感知","白盒测试工程师","15k-25k","北京 ","经验不限","学历不限","全职","汽车 | 测试 | 测试开发 | 软件测试 | 白盒测试","3天前  ","有班车,免费工作餐,大牛多,合伙人文化"," ","北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:17:05"
"驭势科技规划控制","白盒测试工程师","15k-25k","北京 ","经验不限","学历不限","全职","汽车 | 测试 | 测试开发 | 白盒测试 | 软件测试","3天前  ","有班车,免费工作餐,大牛多,合伙人文化",,"北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:17:10"
"驭势科技研发部","环境感知算法工程师","20k-30k","北京 ","经验3-5年","本科及以上","全职","后端","3天前  ","无人驾驶,合伙人制度,班车,工作餐","职位描述","北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:17:12"
"驭势科技软件产品","初级软件工程师","10k-15k","北京 ","经验不限","本科及以上","全职","C | C++ | 汽车 | Linux/Unix","3天前  ","无人驾驶,免费工作餐,班车,合伙人文化",,"北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:17:15"
"驭势科技定位感知","定位与感知算法工程师","20k-30k","北京 ","经验不限","本科及以上","全职","汽车 | C++ | C","3天前  ","无人驾驶,免费工作餐,班车,合伙人文化"," ","北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:17:18"
"驭势科技定位感知","定位与感知数据标注工程师","5k-10k","北京 ","经验不限","学历不限","全职","汽车","3天前  ","无人驾驶,免费工作餐,班车,合伙人文化"," ","北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:17:22"
"驭势科技路测","黑盒测试工程师","10k-20k","北京 ","经验不限","本科及以上","全职","汽车 | 黑盒测试 | 测试","3天前  ","无人驾驶,免费工作餐,班车,合伙人文化","• 负责无人驾驶汽车的系统测试","北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:17:25"
"驭势科技定位感知","软件开发工程师","15k-25k","北京 ","经验不限","本科及以上","全职","汽车 | 软件开发 | C++ | Linux","3天前  ","有班车,免费工作餐,大牛多,合伙人文化"," ","北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:17:29"
"地平线机器人产品项目管理部","项目经理（数据平台）","18k-30k","北京 ","经验5-10年","本科及以上","全职","大数据 | 项目管理","10:38  ","绩效奖金,发展空间大,弹性工作,团队聚餐","工作职责:1. 负责建立数据采集、标注、交付的质量标准和交付流程；2. 对接研发部门需求，规划数据交付计划；3. 负责把控交付目标，交付数据描述清晰、质量符合约定；4. 确保研发部门完成数据验收、数据质量维护等。任职资格:1. 具有2年或以上数据采集和标注服务行业经验；2. 有人脸、人体、无人驾驶等图像识别相关领域的数据相关工作经验优先；3. 有语音识别、自然语音处理、语音合成相关领域的数据相关工作经验优先； 4. 有项目管理实践工作经验，PMP认证优先； 5. 注重细节，善于归纳总结；6. 良好的团队沟通协作能力，能够承担工作压力。","北京-海淀区-中关村大街1号海龙大厦3层","2018-08-13 22:17:32"
"PerceptIn普思英察","SLAM算法开发工程师","25k-40k","深圳 ","经验1-3年","本科及以上","全职","汽车 | 智能硬件 | 算法","09:23  ","海归团队,无人驾驶,发展空间大,期权股票","岗位职责:","深圳-南山区-科技园-科兴科学园","2018-08-13 22:17:35"
"地平线机器人","前端开发工程师","25k-30k","北京 ","经验5-10年","本科及以上","全职","移动端 | HTML","10:38  ","技术大牛,绩效奖金,弹性工作","工作职责:负责⼈工智能相关产品的前端工作，包括智能商业、无人驾驶可视化、标注训练平台、数据模型和算法的可视化等；负责公司内部工具和系统的开发，不断改进工作流程，提升团队工作效率；负责前端产品的架构设计、实现、单元测试及功能维护， 并编写相关文档。任职资格:计算机相关专业本科及以上学历，3 年以上大型 Web 应用前端架构与开发经验；深刻理解 Web 标准，HTML、CSS、JavaScript 基础扎实，关注前端技术发展；熟悉 React、Angular 或者 Node.js 等技术，有实际产品开发经验，有深入研究者优先；熟悉 Canvas、SVG、WebGL，对数据可视化理论知识有深⼊了解者优先；对图片/视频/语音等多媒体的解码传输有了解或有前端操作经验者优先；较强的逻辑思维和沟通能⼒，能够快速定位问题并提供合理解决方案；认真负责，积极主动，有良好的团队合作意识。","北京-海淀区-中关村大街1号海龙大厦3层","2018-08-13 22:17:39"
"PerceptIn普思英察深圳普思英察","行政实习生","2k-4k","深圳 ","经验应届毕业生","本科及以上","实习","媒体 | 智能硬件 | 秘书 | 行政","09:23  ","弹性工作,工作氛围好","岗位职责：","深圳-南山区-科技园-科兴科学园","2018-08-13 22:17:41"
"地平线机器人云平台","前端开发工程师","10k-20k","南京 ","经验3-5年","本科及以上","全职","前端 | web | web前端 | Java | 视频","10:38  ","大牛团队 完美福利 六险一金 AI","岗位职责：","-兴智科技园","2018-08-13 22:17:45"
"PerceptIn普思英察","感知算法工程师","25k-40k","深圳 ","经验1-3年","本科及以上","全职","媒体 | 智能硬件 | 深度学习 | 计算机视觉 | 图像处理 | 模式识别","09:23  ","海归团队,工作氛围好,弹性工作,五险一金","1. 负责开发及实现面向自动驾驶平台等应用的复杂感知功能无人驾驶核心感知算法，如基于视觉的目标检测、目标跟踪算法，基于激光雷达的点云分割和分类算法；","深圳-南山区-科技园-科兴科学园","2018-08-13 22:17:48"
"MINIEYE技术部","SLAM算法开发工程师","15k-30k","深圳 ","经验不限","硕士及以上","全职","汽车 | 图像处理 | 模式识别 | 算法","10:07  ","无人驾驶,车厂合作,扁平化管理,股票期权","岗位职责:","深圳市市市-南山区-科技园-泰邦科技大厦","2018-08-13 22:18:02"
"地平线机器人智能驾驶","车辆控制工程师","20k-40k","北京 ","经验1-3年","学历不限","全职","后端","10:38  ","明星创业公司 AI行业 高薪待遇","工作职责:1. 负责地平线无人驾驶控制算法的研发、调试与测试工作；2. 与其他模块工程师协作，完成实车的集成和调试工作。任职资格:1. 计算机、自动化、车辆、机械等相关专业，本科及以上学历；2. 熟悉linux下开发，熟练使用C++，python等语言；3. 掌握传统和现代控制理论，熟悉PID、LQG、MPC等多种控制方法；4. 熟悉车辆动力学建模和系统参数辨识者优先；5. 有无人车或轮式机器人控制经验者优先。","北京-海淀区-中关村-中关村大街1号海龙大厦3层","2018-08-13 22:18:07"
"速腾聚创","感知算法工程师（2019校园...","16k-25k","深圳 ","经验应届毕业生","硕士及以上","全职","人工智能 | 深度学习 | 算法","09:21  ","AI行业,无人驾驶,激光雷达","工作职责：","深圳-南山区-西丽-南山区桃源街道留仙大道1213号众冠红花岭工业南区1区速腾科技楼","2018-08-13 22:18:10"
"主线科技","总经理助理（需出差）","10k-20k","北京 ","经验不限","本科及以上","全职","汽车","19:37  ","人工智能,无人驾驶,商务,项目助理","岗位职责：","北京-海淀区-中关村-互联网金融中心","2018-08-13 22:18:17"
"主线科技","项目运营专员","2k-4k","上海 ","经验应届毕业生","本科及以上","实习","运营 | SEM","10:22  ","驻上海临港,实习福利好,有转正机会,公司前景好","岗位职责：","上海-浦东新区-临港地区开发建设管理委员会","2018-08-13 22:18:21"
"PerceptIn普思英察行政","行政专员","6k-10k","深圳 ","经验1-3年","本科及以上","全职","信息安全 | 助理 | 后勤 | 秘书 | 行政","09:23  ","发展空间大,五险一金,年底双薪,弹性工作","职位要求：","深圳-南山区-科技园-科兴科学园","2018-08-13 22:18:24"
"PerceptIn普思英察","设计实习生","2k-4k","深圳 ","经验应届毕业生","本科及以上","实习","广告 | 网页 | 美工 | 品牌","09:23  ","海归团队,前端科技","工作内容：","深圳-南山区-科技园-科兴科学园","2018-08-13 22:18:27"
"地平线机器人","前端工程师","15k-30k","北京 ","经验不限","本科及以上","全职","Web前端","10:38  ","福利待遇好，发展前景佳","岗位职责：","北京-海淀区-中关村-北京市海淀区中关村大街1号海龙大厦3层","2018-08-13 22:18:30"
"MINIEYE研发部","全栈开发工程师","16k-32k","深圳 ","经验不限","学历不限","全职","python | 全栈 | node.js | php | Java","10:07  ","无人驾驶、海归科研团队、车厂合作","职位诱惑：","-深圳市南山科技园泰邦科技大厦","2018-08-13 22:18:34"
"PerceptIn普思英察","结构设计工程师","8k-15k","深圳 ","经验1-3年","本科及以上","全职","智能硬件 | 工业设计","09:23  ","五险一金,弹性工作,海归团队,发展空间大","职位描述：","深圳-南山区-科技园-科兴科学园","2018-08-13 22:18:38"
"速腾聚创","算法工程师（深度学习方向）","20k-40k","深圳 ","经验3-5年","硕士及以上","全职","软件开发","09:21  ","自动驾驶人工智能行业","职位要求：","深圳-南山区-南山区桃源街道留仙大道1213号众冠红花岭工业南区1区速腾科技楼","2018-08-13 22:18:41"
"MINIEYE技术部","视觉算法实习生","6k-12k","北京 ","经验应届毕业生","本科及以上","实习","算法","10:07  ","辅助驾驶,海归团队,车厂合作,扁平化管理","将辅助驾驶、无人驾驶中遇到的各种问题形式化为计算机视觉的问题，并采用深度学习的方法解决上述计算机视觉的相关问题，包括不限于目标检测、目标跟踪、图像分类、场景分割等等。 ","北京市-海淀区-中关村-中关村SOHO大厦","2018-08-13 22:18:43"
"PerceptIn普思英察","规划控制算法工程师","20k-40k","深圳 ","经验1-3年","本科及以上","全职","汽车 | 智能硬件 | 算法","09:23  ","海龟团队,发展空间大,无人驾驶,期权股票","岗位职责：","深圳-南山区-科技园-科兴科学园","2018-08-13 22:18:46"
"PerceptIn普思英察","软件开发工程师","18k-30k","深圳 ","经验1-3年","本科及以上","全职","媒体 | 智能硬件 | 软件开发 | C++ | Java","09:23  ","五险一金,发展空间大,弹性工作,技术大牛","岗位职责：","深圳-南山区-科技园-科兴科学园","2018-08-13 22:18:49"
"主线科技","项目申报专员","6k-12k","北京 ","经验不限","本科及以上","全职","项目管理 | 过程管理","10:22  ","人工智能,无人驾驶,薪资福利好,行业前景好","岗位职责：","北京-海淀区-中关村-互联网金融中心","2018-08-13 22:18:52"
"PerceptIn普思英察","车体测试实习生","4k-6k","深圳 ","经验应届毕业生","本科及以上","实习","测试 | 产品测试","09:23  ","海龟团队,自动驾驶","岗位职责：","深圳-南山区-科技园-科兴科学园","2018-08-13 22:19:07"
"PerceptIn普思英察开发部","机器视觉算法工程师","25k-40k","深圳 ","经验1-3年","本科及以上","全职","算法","09:23  ","机器人,牛人团队,黑科技,晋升空间大","岗位职责：","深圳-南山区-科技园-科兴科学园","2018-08-13 22:19:10"
"地平线机器人云平台","前端实习生","4k-6k","北京 ","经验1年以下","本科及以上","全职","移动端 | HTML","10:38  ","技术大牛","工作职责:负责⼈工智能相关产品的前端工作，包括智能商业、无人驾驶可视化、标注训练平台、数据模型和算法的可视化等；负责公司内部工具和系统的开发，不断改进工作流程，提升团队工作效率；负责前端产品的架构设计、实现、单元测试及功能维护， 并编写相关文档。任职资格:熟悉 Web 标准，HTML、CSS、JavaScript 基础扎实，关注前端技术发展；了解 React、Angular 或者 Node.js 等技术，有实际产品开发经验，有深入研究者优先；了解 Canvas、SVG、WebGL，对数据可视化理论知识有深⼊了解者优先；对图片/视频/语音等多媒体的解码传输有了解或有前端操作经验者优先；较强的逻辑思维和沟通能⼒，能够快速定位问题并提供合理解决方案；认真负责，积极主动，有良好的团队合作意识。","北京-海淀区-中关村大街1号海龙大厦3层","2018-08-13 22:19:12"
"主线科技","商务经理","15k-30k","北京 ","经验1-3年","本科及以上","全职","汽车 | 策划","10:22  ","自动驾驶,薪资福利优,发展空间大,团队氛围好","岗位职责：","北京-海淀区-中关村-互联网金融中心","2018-08-13 22:19:15"
"驭势科技华北项目","高级 web 前端开发工程师","15k-25k","北京 ","经验不限","本科及以上","全职","前端开发 | 汽车 | HTML | Web前端 | CSS","3天前  ","无人驾驶,免费工作餐,班车,合伙人文化",,"北京-海淀区-学院路-知春路量子芯座1802","2018-08-13 22:19:18"
"驭势科技视觉前瞻","计算机视觉算法工程师","20k-30k","北京 ","经验1-3年","本科及以上","全职","汽车 | C++ | 图像处理","3天前  ","无人驾驶,免费工作餐,班车,合伙人文化",,"北京-海淀区-学院路-知春路量子芯座1802","2018-08-13 22:19:21"
"主线科技项目运营部","项目助理","5k-10k","北京 ","经验不限","本科及以上","全职","汽车","10:22  ","行业前景好,领导好,福利好,发展空间大","岗位职责：","北京-海淀区-中关村-互联网金融中心","2018-08-13 22:19:23"
"美团点评技术架构部","计算机视觉算法研究员/高...","25k-35k","北京 ","经验3-5年","本科及以上","全职","计算机视觉 | 模式识别 | 算法","11:08  ","技术大牛；免费班车","工作职责：• 用视觉识别和理解复杂环境，为视觉主导的无人驾驶系统在感知和定位方提供强有力的支撑","北京-朝阳区-望京-望京东路4号","2018-08-13 22:19:27"
"驭势科技路测","开发测试工程师","10k-20k","北京 ","经验1-3年","学历不限","全职","汽车","3天前  ","无人驾驶,免费工作餐,班车,合伙人文化",,"北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:19:30"
"地平线机器人","前端实习生","4k-6k","北京 ","经验应届毕业生","本科及以上","实习","移动端 | HTML","10:38  ","技术大牛,弹性工作,绩效考核","工作职责:负责⼈工智能相关产品的前端工作，包括智慧商业、智慧城市、无人驾驶可视化、标注训练平台、数据模型和算法的可视化等；负责公司内部工具和系统的开发，不断改进工作流程，提升团队工作效率；负责前端产品的架构设计、实现、单元测试及功能维护， 并编写相关文档。任职资格:熟悉 Web 标准，HTML、CSS、JavaScript 基础扎实，关注前端技术发展；了解 React、Angular 或者 Node.js 等技术，有实际产品开发经验，有深入研究者优先；了解 Canvas、SVG、WebGL，对数据可视化理论知识有深⼊了解者优先；对图片/视频/语音等多媒体的解码传输有了解或有前端操作经验者优先；较强的逻辑思维和沟通能⼒，能够快速定位问题并提供合理解决方案；认真负责，积极主动，有良好的团队合作意识。实习要求：计算机相关专业，大三或者研二在读；实习时间 3 个月以上，每周能保证四天。","北京-海淀区-中关村大街1号海龙大厦3层","2018-08-13 22:19:33"
"驭势科技产品测试","测试工程师","10k-20k","北京 ","经验不限","学历不限","全职","汽车 | 测试 | 功能测试 | 性能测试","3天前  ","有班车,免费工作餐,多大牛,合伙人文化",,"北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:19:36"
"Momenta开发类","软件开发工程师","20k-30k","北京 ","经验1-3年","学历不限","全职","汽车 | 硬件制造 | 软件开发 | 嵌入式 | C++","2018-08-03  ","自动驾驶,包三餐,期权,14薪","【职责描述】","北京-海淀区-中关村-北京市海淀区中关村东路8号东升大厦A座5层501","2018-08-13 22:19:39"
"Momenta商务部","商务BD实习生","4k-6k","北京 ","经验应届毕业生","本科及以上","实习","销售 | 客户代表","2018-08-03  ","福利好,大牛多","工作内容","北京-海淀区-北京市海淀区中关村东路8号东升大厦","2018-08-13 22:19:42"
"PerceptIn普思英察研发部","测试工程师","10k-20k","深圳 ","经验1-3年","本科及以上","全职","媒体 | 嵌入式","09:23  ","五险一金,弹性工作,出国机会,职位晋升",,"深圳-南山区-科技园-科兴科学园","2018-08-13 22:19:45"
"Momenta产品部","资深Android应用开发工程师","30k-50k","北京 ","经验5-10年","学历不限","全职","Android","2018-08-03  ","火箭计划,期权股票,超多大牛","资深Android应用开发工程师","北京-海淀区-中关村-北京市海淀区中关村东路8号东升大厦A座5层501","2018-08-13 22:19:48"
"Momenta市场部","高校合作实习生","4k-6k","北京 ","经验应届毕业生","本科及以上","实习","媒介 | 公关（PR）","2018-08-03  ","学习机会,福利超赞","岗位职责：","北京-海淀区-北京市海淀区中关村东路8号东升大厦","2018-08-13 22:20:02"
"亿咖通科技自动驾驶研究部","ADAS测试工程师","7k-14k","杭州 ","经验1-3年","本科及以上","全职","测试 | 功能测试 | 脚本","2018-08-01  ","机会多,成长快,技术热,扁平化","职位描述：","杭州-滨江区-西兴-杭州印17楼","2018-08-13 22:20:05"
"亿咖通科技自动驾驶研究部","深度学习算法工程师","15k-30k","杭州 ","经验1-3年","硕士及以上","全职","计算机视觉 | 深度学习 | 模式识别 | 机器学习","2018-08-01  ","机会多,成长快,技术热,扁平化","职位描述：","杭州-滨江区-西兴-杭州印17楼","2018-08-13 22:20:08"
"亿咖通科技自动驾驶研究部","高精地图算法工程师","15k-30k","杭州 ","经验1-3年","硕士及以上","全职","建模 | 算法 | 图像处理","2018-08-01  ","机会多,成长快,技术热,扁平化","职位描述：","杭州-滨江区-西兴-杭州印17楼","2018-08-13 22:20:11"
"图森未来ITS","车辆控制系统工程师","15k-30k","北京 ","经验应届毕业生","本科及以上","全职","汽车","2018-08-01  ","行业前沿,大牛云集,发展空间大,薪酬福利好","岗位职责","北京-朝阳区-光华路甲9号世贸商务楼5层","2018-08-13 22:20:14"
"Momenta硬件部","高级嵌入式软件工程师-Cam...","20k-40k","北京 ","经验3-5年","学历不限","全职","ARM | 嵌入式","2018-08-03  ","灵活工作制,14薪,期权,健身房","职位描述：","北京-海淀区-中关村-北京市海淀区中关村东路8号东升大厦A座5层501","2018-08-13 22:20:17"
"Momenta研发部","激光雷达感知算法研发工程师","20k-40k","北京 ","经验不限","本科及以上","全职","算法","2018-08-03  ","发展前景","职位描述：","北京-海淀区-中关村-北京市海淀区中关村东路8号东升大厦A座5层501","2018-08-13 22:20:20"
"美团点评外卖配送","计算机视觉代码工程师","25k-45k","北京 ","经验3-5年","本科及以上","全职","信息安全 | C++ | 算法","11:08  ","技术大牛","工作职责• 用高性能程序优化技术和嵌入式优化技术，和算法工程师协同工作，为视觉主导的无人驾驶系统在感知和定位方面提供强有力的支撑职位要求• 有图像分析和模式识别理论基础，参与过目标检测、跟踪、识别等常见的计算机视觉处理任务• 有扎实的数学基础，精通常见的几何、统计学等，并熟悉这些技术在图像识别领域中的应用• 有很强的工程能力，精通 C++ 语言，以及至少另一种常见编程语言• 对计算机结构有深刻的认识，能够开发高性能、实时运行的图像处理软件• 对大型GPGPU项目的经验，具有CUDA优化经验• 对DSP开发有经验者加分• 有发明创造的理想和热情，致力于创造解决实际问题的视觉感知技术优先考虑• 熟悉 Visual SLAM 等在机器人定位和导航领域中常用的经典方法• 熟悉 stereo，structured light，ToF 等三维成像原理和方法• 熟悉图像识别领域的常见工具如 OpenCV 等• 熟悉高性能运算加速工具如 Neon 以及GPGPU 技术如 GLES，CUDA 和OpenCL 等","北京-朝阳区-望京-望京东路4号","2018-08-13 22:20:25"
"Roadstar.ai自动驾驶研发部","软件工程师","20k-40k","深圳 ","经验1-3年","本科及以上","全职","医疗健康 | 硬件制造 | C++ | Java | 算法","2018-08-07  ","技术大牛,高薪高福利,全日餐饮,六险一金","工作职责：","深圳-南山区-西丽湖路西丽山庄","2018-08-13 22:20:28"
"轻推","C/C++工程师","6k-12k","重庆 ","经验不限","本科及以上","全职","后端","2018-08-09  ","央企,平台稳定","岗位职责：","重庆-渝北区-鸳鸯-复城国际","2018-08-13 22:20:31"
"轻推","PLC工程师","6k-12k","重庆 ","经验不限","本科及以上","全职","智能硬件","2018-08-09  ","央企,平台稳定","岗位职责：","重庆-渝北区-鸳鸯-复城国际","2018-08-13 22:20:35"
"美团点评技术架构部","机器学习/深度学习算法研...","25k-40k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","11:08  ","技术大牛；免费班车","工作职责• 既要让自动驾驶更好的理解周围，又要挑战更多机器学习用于无人驾驶的可能 ","北京-朝阳区-望京-望京东路4号","2018-08-13 22:20:38"
"Momenta商务部","战略部实习生","4k-6k","北京 ","经验应届毕业生","本科及以上","实习","政府关系（GR） | 公共关系","2018-08-03  ","福利佳,氛围好,弹性工作","职位描述","北京-海淀区-北京市海淀区中关村东路8号东升大厦","2018-08-13 22:20:41"
"Momenta开发类","深度学习研发工程师","25k-35k","北京 ","经验1年以下","本科及以上","全职","深度学习","2018-08-07  ","弹性工作","职位描述：","北京-海淀区-中关村-北京市海淀区中关村东路8号东升大厦A座5层501","2018-08-13 22:20:47"
"牧月","规划/控制算法工程师","25k-50k","深圳 ","经验1-3年","本科及以上","全职","人工智能","2018-08-06  ","技术大牛,高薪高福利,无限零食,免费食宿",,"深圳-龙华新区-民治街道","2018-08-13 22:20:49"
"Momenta硬件部","软件应用开发工程师—QNX方向","20k-40k","北京 ","经验1-3年","学历不限","全职","汽车 | C++","2018-08-03  ","灵活工作制,14薪,包三餐,期权","岗位条件：                                         ","北京-海淀区-中关村-北京市海淀区中关村东路8号东升大厦A座5层501","2018-08-13 22:21:03"
"Momenta","系统测试工程师","20k-40k","北京 ","经验不限","本科及以上","全职","汽车 | 测试 | 脚本 | 自动化","2018-08-03  ","自动驾驶,包三餐,期权,14薪","岗位职责：","北京-海淀区-北京市海淀区中关村东路8号东升大厦","2018-08-13 22:21:07"
"Momenta开发类","软件开发工程师","20k-30k","北京 ","经验1-3年","本科及以上","全职","汽车 | 硬件制造 | 软件开发 | 嵌入式 | C++","2018-08-03  ","ai,包三餐,期权,14薪","【职责描述】","北京-海淀区-中关村-北京市海淀区中关村东路8号东升大厦A座5层501","2018-08-13 22:21:10"
"Momenta研发部","软件开发工程师","25k-35k","北京 ","经验不限","学历不限","全职","软件开发","2018-08-03  ","无打卡,管三餐,薪资优渥,团队很多大","职责描述","北京-海淀区-中关村-北京市海淀区中关村东路8号东升大厦A座5层501","2018-08-13 22:21:17"
"Momenta硬件部","软件测试工程师","15k-25k","北京 ","经验不限","学历不限","全职","测试","2018-08-03  ","自动驾驶,弹性工作","岗位职责：","北京-海淀区-北京市海淀区中关村东路8号东升大厦","2018-08-13 22:21:21"
"Momenta市场部","高校学生活动市场专员","15k-20k","北京 ","经验不限","学历不限","全职","市场","2018-08-03  ","良好氛围,高薪",,"北京-海淀区-北京市海淀区中关村东路8号东升大厦","2018-08-13 22:21:24"
"Momenta市场部","市场专员/经理 自媒体运营...","10k-20k","北京 ","经验不限","学历不限","全职","市场 | 市场推广","2018-08-03  ","大牛云集,薪资丰厚","岗位职责：","北京-海淀区-北京市海淀区中关村东路8号东升大厦","2018-08-13 22:21:29"
"牧月","感知算法工程师","25k-50k","深圳 ","经验不限","本科及以上","全职","算法","2018-08-06  ","福利多多,弹性工时","职位诱惑：有竞争力薪资、快速成长空间、免费食宿 、不限量零食饮料","深圳-龙华新区-民治街道","2018-08-13 22:21:32"
"牧月","算法工程师","25k-50k","深圳 ","经验1年以下","本科及以上","全职","算法","2018-08-06  ","技术大牛,高薪高福利,免费食宿","职位诱惑：有竞争力薪资、快速成长空间、免费食宿 、不限量零食饮料","深圳-龙华新区-民治街道","2018-08-13 22:21:35"
"坎德拉导航部","室外SLAM算法工程师","15k-30k","深圳 ","经验不限","本科及以上","全职","算法","2018-07-17  ","弹性时间,环境好,氛围好","岗位职责：","深圳-南山区-后海-创业投资大厦","2018-08-13 22:21:37"
